------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                 6.8,                  0.8
                 6.9,                  0.8
                   7,                  0.8
                 7.1,                  0.8
                 7.2,                  0.8
                 7.3,                  0.8
                 7.4,                  0.8
                 7.5,                  0.8
                 7.6,                  0.8
                 7.7,                  0.8
                 7.8,                  0.8
                 7.9,                  0.8
                   8,                  0.8
                 8.1,                  0.8
                 8.2,                  0.8
                 8.3,                  0.8
                 8.4,                  0.8
                 8.5,                  0.8
                 8.6,                  0.8
                 8.7,                  0.8
                 8.8,                  0.8
                 8.9,                  0.8
                   9,                  0.8
                 9.1,                  0.8
                 9.2,                  0.8
                 9.3,                  0.8
                 9.4,                  0.8
                 9.5,                  0.8
                 9.6,                  0.8
                 9.7,                  0.8
                 9.8,                  0.8
                 9.9,                  0.8
                  10,                  0.8
                10.1,                  0.8
                10.2,                  0.8
                10.3,                  0.8
                10.4,                  0.8
                10.5,                  0.8
                10.6,                  0.8
                10.7,                  0.8
                10.8,                  0.8
                10.9,                  0.8
                  11,                  0.8
                11.1,                  0.8
                11.2,                  0.8
                11.3,                  0.8
                11.4,                  0.8
                11.5,                  0.8
                11.6,                  0.8
                11.7,                  0.8
                11.8,                  0.8
                11.9,                  0.8
                  12,                  0.8
                12.1,                  0.8
                12.2,                  0.8
                12.3,                  0.8
                12.4,                  0.8
                12.5,                  0.8
                12.6,                  0.8
                12.7,                  0.8
                12.8,                  0.8
                12.9,                  0.8
                  13,                  0.8
                13.1,                  0.8
                13.2,                  0.8
                13.3,                  0.8
                13.4,                  0.8
                13.5,                  0.8
                13.6,                  0.8
                13.7,                  0.8
                13.8,                  0.8
                13.9,                  0.8
                  14,                  0.8
                14.1,                  0.8
                14.2,                  0.8
                14.3,                  0.8
                14.4,                  0.8
                14.5,                  0.8
                14.6,                  0.8
                14.7,                  0.8
                14.8,                  0.8
                14.9,                  0.8
                  15,                  0.8
                15.1,                  0.8
                15.2,                  0.8
                15.3,                  0.8
                15.4,                  0.8
                15.5,                  0.8
                15.6,                  0.8
                15.7,                  0.8
                15.8,                  0.8
                15.9,                  0.8
                  16,                  0.8
                16.1,                  0.8
                16.2,                  0.8
                16.3,                  0.8
                16.4,                  0.8
                16.5,                  0.8
                16.6,                  0.8
                16.7,                  0.8
                16.8,                  0.8
                16.9,                  0.8
                  17,                  0.8
                17.1,                  0.8
                17.2,                  0.8
                17.3,                  0.8
                17.4,                  0.8
                17.5,                  0.8
                17.6,                  0.8
                17.7,                  0.8
                17.8,                  0.8
                17.9,                  0.8
                  18,                  0.8
                18.1,                  0.8
                18.2,                  0.8
                18.3,                  0.8
                18.4,                  0.8
                18.5,                  0.8
                18.6,                  0.8
                18.7,                  0.8
                18.8,                  0.8
                18.9,                  0.8
                  19,                  0.8
                19.1,                  0.8
                19.2,                  0.8
                19.3,                  0.8
                19.4,                  0.8
                19.5,                  0.8
                19.6,                  0.8
                19.7,                  0.8
                19.8,                  0.8
                19.9,                  0.8
                  20,                  0.8
                20.1,                  0.8
                20.2,                  0.8
                20.3,                  0.8
                20.4,                  0.8
                20.5,                  0.8
                20.6,                  0.8
                20.7,                  0.8
                20.8,                  0.8
                20.9,                  0.8
                  21,                  0.8
                21.1,                  0.8
                21.2,                  0.8
                21.3,                  0.8
                21.4,                  0.8
                21.5,                  0.8
                21.6,                  0.8
                21.7,                  0.8
                21.8,                  0.8
                21.9,                  0.8
                  22,                  0.8
                22.1,                  0.8
                22.2,                  0.8
                22.3,                  0.8
                22.4,                  0.8
                22.5,                  0.8
                22.6,                  0.8
                22.7,                  0.8
                22.8,                  0.8
                22.9,                  0.8
                  23,                  0.8
                23.1,                  0.8
                23.2,                  0.8
                23.3,                  0.8
                23.4,                  0.8
                23.5,                  0.8
                23.6,                  0.8
                23.7,                  0.8
                23.8,                  0.8
                23.9,                  0.8
                  24,                  0.8
                24.1,                  0.8
                24.2,                  0.8
                24.3,                  0.8
                24.4,                  0.8
                24.5,                  0.8
                24.6,                  0.8
                24.7,                  0.8
                24.8,                  0.8
                24.9,                  0.8
                  25,                  0.8
                25.1,                  0.8
                25.2,                  0.8
                25.3,                  0.8
                25.4,                  0.8
                25.5,                  0.8
                25.6,                  0.8
                25.7,                  0.8
                25.8,                  0.8
                25.9,                  0.8
                  26,                  0.8
                26.1,                  0.8
                26.2,                  0.8
                26.3,                  0.8
                26.4,                  0.8
                26.5,                  0.8
                26.6,                  0.8
                26.7,                  0.8
                26.8,                  0.8
                26.9,                  0.8
                  27,                  0.8
                27.1,                  0.8
                27.2,                  0.8
                27.3,                  0.8
                27.4,                  0.8
                27.5,                  0.8
                27.6,                  0.8
                27.7,                  0.8
                27.8,                  0.8
                27.9,                  0.8
                  28,                  0.8
                28.1,                  0.8
                28.2,                  0.8
                28.3,                  0.8
                28.4,                  0.8
                28.5,                  0.8
                28.6,                  0.8
                28.7,                  0.8
                28.8,                  0.8
                28.9,                  0.8
                  29,                  0.8
                29.1,                  0.8
                29.2,                  0.8
                29.3,                  0.8
                29.4,                  0.8
                29.5,                  0.8
                29.6,                  0.8
                29.7,                  0.8
                29.8,                  0.8
                29.9,                  0.8
                  30,                  0.8
                30.1,                  0.8
                30.2,                  0.8
                30.3,                  0.8
                30.4,                  0.8
                30.5,                  0.8
                30.6,                  0.8
                30.7,                  0.8
                30.8,                  0.8
                30.9,                  0.8
                  31,                  0.8
                31.1,                  0.8
                31.2,                  0.8
                31.3,                  0.8
                31.4,                  0.8
                31.5,                  0.8
                31.6,                  0.8
                31.7,                  0.8
                31.8,                  0.8
                31.9,                  0.8
                  32,                  0.8
                32.1,                  0.8
                32.2,                  0.8
                32.3,                  0.8
                32.4,                  0.8
                32.5,                  0.8
                32.6,                  0.8
                32.7,                  0.8
                32.8,                  0.8
                32.9,                  0.8
                  33,                  0.8
                33.1,                  0.8
                33.2,                  0.8
                33.3,                  0.8
                33.4,                  0.8
                33.5,                  0.8
                33.6,                  0.8
                33.7,                  0.8
                33.8,                  0.8
                33.9,                  0.8
                  34,                  0.8
                34.1,                  0.8
                34.2,                  0.8
                34.3,                  0.8
                34.4,                  0.8
                34.5,                  0.8
                34.6,                  0.8
                34.7,                  0.8
                34.8,                  0.8
                34.9,                  0.8
                  35,                  0.8

