------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                31.3,            -8.73e-11
                31.4,            -8.02e-11
                31.5,            -7.34e-11
                31.6,            -6.68e-11
                31.7,            -6.08e-11
                31.8,            -5.57e-11
                31.9,            -5.06e-11
                  32,             -4.6e-11
                32.1,            -4.16e-11
                32.2,            -3.87e-11
                32.3,             -3.6e-11
                32.4,            -3.39e-11
                32.5,            -3.21e-11
                32.6,            -3.05e-11
                32.7,            -2.95e-11
                32.8,            -2.88e-11
                32.9,            -2.85e-11
                  33,            -2.84e-11
                33.1,            -2.81e-11
                33.2,            -2.78e-11
                33.3,            -2.72e-11
                33.4,            -2.68e-11
                33.5,            -2.61e-11
                33.6,             -2.6e-11
                33.7,            -2.61e-11
                33.8,            -2.63e-11
                33.9,            -2.68e-11
                  34,            -2.74e-11
                34.1,            -2.79e-11
                34.2,            -2.87e-11
                34.3,            -2.93e-11
                34.4,            -3.05e-11
                34.5,            -3.15e-11
                34.6,            -3.26e-11
                34.7,            -3.34e-11
                34.8,            -3.41e-11
                34.9,            -3.46e-11
                  35,            -3.49e-11

------------------------------------------------------------
 Potential Energy
------------------------------------------------------------
, Potential Energy (eV)
                 -35,                  0.4
               -34.9,                  0.4
               -34.8,                  0.4
               -34.7,                  0.4
               -34.6,                  0.4
               -34.5,                  0.4
               -34.4,                  0.4
               -34.3,                  0.4
               -34.2,                  0.4
               -34.1,                  0.4
                 -34,                  0.4
               -33.9,                  0.4
               -33.8,                  0.4
               -33.7,                  0.4
               -33.6,                  0.4
               -33.5,                  0.4
               -33.4,                  0.4
               -33.3,                  0.4
               -33.2,                  0.4
               -33.1,                  0.4
                 -33,                  0.4
               -32.9,                  0.4
               -32.8,                  0.4
               -32.7,                  0.4
               -32.6,                  0.4
               -32.5,                  0.4
               -32.4,                  0.4
               -32.3,                  0.4
               -32.2,                  0.4
               -32.1,                  0.4
                 -32,                  0.4
               -31.9,                  0.4
               -31.8,                  0.4
               -31.7,                  0.4
               -31.6,                  0.4
               -31.5,                  0.4
               -31.4,                  0.4
               -31.3,                  0.4
               -31.2,                  0.4
               -31.1,                  0.4
                 -31,                  0.4
               -30.9,                  0.4
               -30.8,                  0.4
               -30.7,                  0.4
               -30.6,                  0.4
               -30.5,                  0.4
               -30.4,                  0.4
               -30.3,                  0.4
               -30.2,                  0.4
               -30.1,                  0.4
                 -30,                  0.4
               -29.9,                  0.4
               -29.8,                  0.4
               -29.7,                  0.4
               -29.6,                  0.4
               -29.5,                  0.4
               -29.4,                  0.4
               -29.3,                  0.4
               -29.2,                  0.4
               -29.1,                  0.4
                 -29,                  0.4
               -28.9,                  0.4
               -28.8,                  0.4
               -28.7,                  0.4
               -28.6,                  0.4
               -28.5,                  0.4
               -28.4,                  0.4
               -28.3,                  0.4
               -28.2,                  0.4
               -28.1,                  0.4
                 -28,                  0.4
               -27.9,                  0.4
               -27.8,                  0.4
               -27.7,                  0.4
               -27.6,                  0.4
               -27.5,                  0.4
               -27.4,                  0.4
               -27.3,                  0.4
               -27.2,                  0.4
               -27.1,                  0.4
                 -27,                  0.4
               -26.9,                  0.4
               -26.8,                  0.4
               -26.7,                  0.4
               -26.6,                  0.4
               -26.5,                  0.4
               -26.4,                  0.4
               -26.3,                  0.4
               -26.2,                  0.4
               -26.1,                  0.4
                 -26,                  0.4
               -25.9,                  0.4
               -25.8,                  0.4
               -25.7,                  0.4
               -25.6,                  0.4
               -25.5,                  0.4
               -25.4,                  0.4
               -25.3,                  0.4
               -25.2,                  0.4
               -25.1,                  0.4
                 -25,                  0.4
               -24.9,                  0.4
               -24.8,                  0.4
               -24.7,                  0.4
               -24.6,                  0.4
               -24.5,                  0.4
               -24.4,                  0.4
               -24.3,                  0.4
               -24.2,                  0.4
               -24.1,                  0.4
                 -24,                  0.4
               -23.9,                  0.4
               -23.8,                  0.4
               -23.7,                  0.4
               -23.6,                  0.4
               -23.5,                  0.4
               -23.4,                  0.4
               -23.3,                  0.4
               -23.2,                  0.4
               -23.1,                  0.4
                 -23,                  0.4
               -22.9,                  0.4
               -22.8,                  0.4
               -22.7,                  0.4
               -22.6,                  0.4
               -22.5,                  0.4
               -22.4,                  0.4
               -22.3,                  0.4
               -22.2,                  0.4
               -22.1,                  0.4
                 -22,                  0.4
               -21.9,                  0.4
               -21.8,                  0.4
               -21.7,                  0.4
               -21.6,                  0.4
               -21.5,                  0.4
               -21.4,                  0.4
               -21.3,                  0.4
               -21.2,                  0.4
               -21.1,                  0.4
                 -21,                  0.4
               -20.9,                  0.4
               -20.8,                  0.4
               -20.7,                  0.4
               -20.6,                  0.4
               -20.5,                  0.4
               -20.4,                  0.4
               -20.3,                  0.4
               -20.2,                  0.4
               -20.1,                  0.4
                 -20,                  0.4
               -19.9,                  0.4
               -19.8,                  0.4
               -19.7,                  0.4
               -19.6,                  0.4
               -19.5,                  0.4
               -19.4,                  0.4
               -19.3,                  0.4
               -19.2,                  0.4
               -19.1,                  0.4
                 -19,                  0.4
               -18.9,                  0.4
               -18.8,                  0.4
               -18.7,                  0.4
               -18.6,                  0.4
               -18.5,                  0.4
               -18.4,                  0.4
               -18.3,                  0.4
               -18.2,                  0.4
               -18.1,                  0.4
                 -18,                  0.4
               -17.9,                  0.4
               -17.8,                  0.4
               -17.7,                  0.4
               -17.6,                  0.4
               -17.5,                  0.4
               -17.4,                  0.4
               -17.3,                  0.4
               -17.2,                  0.4
               -17.1,                  0.4
                 -17,                  0.4
               -16.9,                  0.4
               -16.8,                  0.4
               -16.7,                  0.4
               -16.6,                  0.4
               -16.5,                  0.4
               -16.4,                  0.4
               -16.3,                  0.4
               -16.2,                  0.4
               -16.1,                  0.4
                 -16,                  0.4
               -15.9,                  0.4
               -15.8,                  0.4
               -15.7,                  0.4
               -15.6,                  0.4
               -15.5,                  0.4
               -15.4,                  0.4
               -15.3,                  0.4
               -15.2,                  0.4
               -15.1,                  0.4
                 -15,                  0.4
               -14.9,                  0.4
               -14.8,                  0.4
               -14.7,                  0.4
               -14.6,                  0.4
               -14.5,                  0.4
               -14.4,                  0.4
               -14.3,                  0.4
               -14.2,                  0.4
               -14.1,                  0.4
                 -14,                  0.4
               -13.9,                  0.4
               -13.8,                  0.4
               -13.7,                  0.4
               -13.6,                  0.4
               -13.5,                  0.4
               -13.4,                  0.4
               -13.3,                  0.4
               -13.2,                  0.4
               -13.1,                  0.4
                 -13,                  0.4
               -12.9,                  0.4
               -12.8,                  0.4
               -12.7,                  0.4
               -12.6,                  0.4
               -12.5,                  0.4
               -12.4,                  0.4
               -12.3,                  0.4
               -12.2,                  0.4
               -12.1,                  0.4
                 -12,                  0.4
               -11.9,                  0.4
               -11.8,                  0.4
               -11.7,                  0.4
               -11.6,                  0.4
               -11.5,                  0.4
               -11.4,                  0.4
               -11.3,                  0.4
               -11.2,                  0.4
               -11.1,                  0.4
                 -11,                  0.4
               -10.9,                  0.4
               -10.8,                  0.4
               -10.7,                  0.4
               -10.6,                  0.4
               -10.5,                  0.4
               -10.4,                  0.4
               -10.3,                  0.4
               -10.2,                  0.4
               -10.1,                  0.4
                 -10,                  0.4
                -9.9,                  0.4
                -9.8,                  0.4
                -9.7,                  0.4
                -9.6,                  0.4
                -9.5,                  0.4
                -9.4,                  0.4
                -9.3,                  0.4
                -9.2,                  0.4
                -9.1,                  0.4
                  -9,                  0.4
                -8.9,                  0.4
                -8.8,                  0.4
                -8.7,                  0.4
                -8.6,                  0.4
                -8.5,                  0.4
                -8.4,                  0.4
                -8.3,                  0.4
                -8.2,                  0.4
                -8.1,                  0.4
                  -8,                  0.4
                -7.9,                  0.4
                -7.8,                  0.4
                -7.7,                  0.4
                -7.6,                  0.4
                -7.5,                  0.4
                -7.4,                  0.4
                -7.3,                  0.4
                -7.2,                  0.4
                -7.1,                  0.4
                  -7,                  0.4
                -6.9,                  0.4
                -6.8,                  0.4
                -6.7,                  0.4
                -6.6,                  0.4
                -6.5,                  0.4
                -6.4,                  0.4
                -6.3,                  0.4
                -6.2,                  0.4
                -6.1,                  0.4
                  -6,                  0.4
                -5.9,                  0.4
                -5.8,                  0.4
                -5.7,                  0.4
                -5.6,                  0.4
                -5.5,                  0.4
                -5.4,                  0.4
                -5.3,                  0.4
                -5.2,                  0.4
                -5.1,                  0.4
                  -5,                    0
                -4.9,                    0
                -4.8,                    0
                -4.7,                    0
                -4.6,                    0
                -4.5,                    0
                -4.4,                    0
                -4.3,                    0
                -4.2,                    0
                -4.1,                    0
                  -4,                    0
                -3.9,                    0
                -3.8,                    0
                -3.7,                    0
                -3.6,                    0
                -3.5,                    0
                -3.4,                    0
                -3.3,                    0
                -3.2,                    0
                -3.1,                    0
                  -3,                    0
                -2.9,                    0
                -2.8,                    0
                -2.7,                    0
                -2.6,                    0
                -2.5,                    0
                -2.4,                    0
                -2.3,                    0
                -2.2,                    0
                -2.1,                    0
                  -2,                    0
                -1.9,                    0
                -1.8,                    0
                -1.7,                    0
                -1.6,                    0
                -1.5,                    0
                -1.4,                    0
                -1.3,                    0
                -1.2,                    0
                -1.1,                    0
                  -1,                    0
                -0.9,                    0
                -0.8,                    0
                -0.7,                    0
                -0.6,                    0
                -0.5,                    0
                -0.4,                    0
                -0.3,                    0
                -0.2,                    0
                -0.1,                    0
            2.28e-13,                    0
                 0.1,                    0
                 0.2,                    0
                 0.3,                    0
                 0.4,                    0
                 0.5,                    0
                 0.6,                    0
                 0.7,                    0
                 0.8,                    0
                 0.9,                    0
                   1,                    0
                 1.1,                    0
                 1.2,                    0
                 1.3,                    0
                 1.4,                    0
