------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                 9.1,              -0.0407
                 9.2,              -0.0392
                 9.3,              -0.0378
                 9.4,              -0.0365
                 9.5,              -0.0352
                 9.6,              -0.0339
                 9.7,              -0.0327
                 9.8,              -0.0315
                 9.9,              -0.0304
                  10,              -0.0293
                10.1,              -0.0283
                10.2,              -0.0273
                10.3,              -0.0263
                10.4,              -0.0254
                10.5,              -0.0244
                10.6,              -0.0236
                10.7,              -0.0227
                10.8,              -0.0219
                10.9,              -0.0211
                  11,              -0.0204
                11.1,              -0.0197
                11.2,              -0.0189
                11.3,              -0.0183
                11.4,              -0.0176
                11.5,               -0.017
                11.6,              -0.0164
                11.7,              -0.0158
                11.8,              -0.0152
                11.9,              -0.0147
                  12,              -0.0142
                12.1,              -0.0137
                12.2,              -0.0132
                12.3,              -0.0127
                12.4,              -0.0122
                12.5,              -0.0118
                12.6,              -0.0114
                12.7,               -0.011
                12.8,              -0.0106
                12.9,              -0.0102
                  13,             -0.00984
                13.1,             -0.00949
                13.2,             -0.00915
                13.3,             -0.00882
                13.4,             -0.00851
                13.5,              -0.0082
                13.6,             -0.00791
                13.7,             -0.00763
                13.8,             -0.00735
                13.9,             -0.00709
                  14,             -0.00684
                14.1,             -0.00659
                14.2,             -0.00636
                14.3,             -0.00613
                14.4,             -0.00591
                14.5,              -0.0057
                14.6,              -0.0055
                14.7,              -0.0053
                14.8,             -0.00511
                14.9,             -0.00493
                  15,             -0.00475
                15.1,             -0.00458
                15.2,             -0.00442
                15.3,             -0.00426
                15.4,             -0.00411
                15.5,             -0.00396
                15.6,             -0.00382
                15.7,             -0.00368
                15.8,             -0.00355
                15.9,             -0.00342
                  16,              -0.0033
                16.1,             -0.00318
                16.2,             -0.00307
                16.3,             -0.00296
                16.4,             -0.00285
                16.5,             -0.00275
                16.6,             -0.00265
                16.7,             -0.00256
                16.8,             -0.00247
                16.9,             -0.00238
                  17,             -0.00229
                17.1,             -0.00221
                17.2,             -0.00213
                17.3,             -0.00206
                17.4,             -0.00198
                17.5,             -0.00191
                17.6,             -0.00184
                17.7,             -0.00178
                17.8,             -0.00171
                17.9,             -0.00165
                  18,             -0.00159
                18.1,             -0.00154
                18.2,             -0.00148
                18.3,             -0.00143
                18.4,             -0.00138
                18.5,             -0.00133
                18.6,             -0.00128
                18.7,             -0.00124
                18.8,             -0.00119
                18.9,             -0.00115
                  19,             -0.00111
                19.1,             -0.00107
                19.2,             -0.00103
                19.3,            -0.000993
                19.4,            -0.000958
                19.5,            -0.000924
                19.6,            -0.000891
                19.7,            -0.000859
                19.8,            -0.000828
                19.9,            -0.000798
                  20,             -0.00077
                20.1,            -0.000742
                20.2,            -0.000716
                20.3,             -0.00069
                20.4,            -0.000666
                20.5,            -0.000642
                20.6,            -0.000619
                20.7,            -0.000597
                20.8,            -0.000575
                20.9,            -0.000555
                  21,            -0.000535
                21.1,            -0.000516
                21.2,            -0.000497
                21.3,             -0.00048
                21.4,            -0.000462
                21.5,            -0.000446
                21.6,             -0.00043
                21.7,            -0.000415
                21.8,              -0.0004
                21.9,            -0.000386
                  22,            -0.000372
                22.1,            -0.000358
                22.2,            -0.000346
                22.3,            -0.000333
                22.4,            -0.000321
                22.5,             -0.00031
                22.6,            -0.000299
                22.7,            -0.000288
                22.8,            -0.000278
                22.9,            -0.000268
                  23,            -0.000258
                23.1,            -0.000249
                23.2,             -0.00024
                23.3,            -0.000232
                23.4,            -0.000223
                23.5,            -0.000215
                23.6,            -0.000208
                23.7,              -0.0002
                23.8,            -0.000193
                23.9,            -0.000186
                  24,             -0.00018
                24.1,            -0.000173
                24.2,            -0.000167
                24.3,            -0.000161
                24.4,            -0.000155
                24.5,             -0.00015
                24.6,            -0.000144
                24.7,            -0.000139
                24.8,            -0.000134
                24.9,            -0.000129
                  25,            -0.000125
                25.1,             -0.00012
                25.2,            -0.000116
                25.3,            -0.000112
                25.4,            -0.000108
                25.5,            -0.000104
                25.6,              -0.0001
                25.7,            -9.68e-05
                25.8,            -9.33e-05
                25.9,               -9e-05
                  26,            -8.68e-05
                26.1,            -8.37e-05
                26.2,            -8.07e-05
                26.3,            -7.78e-05
                26.4,            -7.51e-05
                26.5,            -7.24e-05
                26.6,            -6.98e-05
                26.7,            -6.73e-05
                26.8,            -6.49e-05
                26.9,            -6.26e-05
                  27,            -6.04e-05
                27.1,            -5.83e-05
                27.2,            -5.62e-05
                27.3,            -5.42e-05
                27.4,            -5.23e-05
                27.5,            -5.04e-05
                27.6,            -4.86e-05
                27.7,            -4.69e-05
                27.8,            -4.52e-05
                27.9,            -4.36e-05
                  28,            -4.21e-05
                28.1,            -4.06e-05
                28.2,            -3.92e-05
                28.3,            -3.78e-05
                28.4,            -3.65e-05
                28.5,            -3.52e-05
                28.6,             -3.4e-05
                28.7,            -3.28e-05
                28.8,            -3.16e-05
                28.9,            -3.05e-05
                  29,            -2.94e-05
                29.1,            -2.84e-05
                29.2,            -2.74e-05
                29.3,            -2.65e-05
                29.4,            -2.56e-05
                29.5,            -2.47e-05
                29.6,            -2.38e-05
                29.7,             -2.3e-05
                29.8,            -2.22e-05
                29.9,            -2.15e-05
                  30,            -2.07e-05
                30.1,               -2e-05
                30.2,            -1.94e-05
                30.3,            -1.87e-05
                30.4,            -1.81e-05
                30.5,            -1.75e-05
                30.6,            -1.69e-05
                30.7,            -1.63e-05
                30.8,            -1.58e-05
                30.9,            -1.53e-05
                  31,            -1.48e-05
                31.1,            -1.43e-05
                31.2,            -1.39e-05
                31.3,            -1.34e-05
                31.4,             -1.3e-05
                31.5,            -1.26e-05
                31.6,            -1.22e-05
                31.7,            -1.19e-05
                31.8,            -1.15e-05
                31.9,            -1.12e-05
                  32,            -1.09e-05
                32.1,            -1.05e-05
                32.2,            -1.03e-05
                32.3,            -9.97e-06
                32.4,            -9.71e-06
                32.5,            -9.45e-06
                32.6,            -9.21e-06
                32.7,            -8.98e-06
                32.8,            -8.76e-06
                32.9,            -8.56e-06
                  33,            -8.36e-06
                33.1,            -8.18e-06
                33.2,               -8e-06
                33.3,            -7.84e-06
                33.4,            -7.69e-06
                33.5,            -7.55e-06
                33.6,            -7.42e-06
                33.7,            -7.29e-06
                33.8,            -7.18e-06
                33.9,            -7.08e-06
                  34,            -6.99e-06
                34.1,             -6.9e-06
                34.2,            -6.83e-06
                34.3,            -6.76e-06
                34.4,             -6.7e-06
                34.5,            -6.66e-06
                34.6,            -6.62e-06
                34.7,            -6.59e-06
                34.8,            -6.57e-06
                34.9,            -6.55e-06
                  35,            -6.55e-06

------------------------------------------------------------
 Potential Energy
------------------------------------------------------------
, Potential Energy (eV)
                 -35,                  0.1
               -34.9,                  0.1
               -34.8,                  0.1
               -34.7,                  0.1
               -34.6,                  0.1
               -34.5,                  0.1
               -34.4,                  0.1
               -34.3,                  0.1
               -34.2,                  0.1
               -34.1,                  0.1
                 -34,                  0.1
               -33.9,                  0.1
               -33.8,                  0.1
               -33.7,                  0.1
               -33.6,                  0.1
               -33.5,                  0.1
               -33.4,                  0.1
               -33.3,                  0.1
               -33.2,                  0.1
               -33.1,                  0.1
                 -33,                  0.1
               -32.9,                  0.1
               -32.8,                  0.1
               -32.7,                  0.1
               -32.6,                  0.1
               -32.5,                  0.1
               -32.4,                  0.1
               -32.3,                  0.1
               -32.2,                  0.1
               -32.1,                  0.1
                 -32,                  0.1
               -31.9,                  0.1
               -31.8,                  0.1
               -31.7,                  0.1
               -31.6,                  0.1
               -31.5,                  0.1
               -31.4,                  0.1
               -31.3,                  0.1
               -31.2,                  0.1
               -31.1,                  0.1
                 -31,                  0.1
               -30.9,                  0.1
               -30.8,                  0.1
               -30.7,                  0.1
               -30.6,                  0.1
               -30.5,                  0.1
               -30.4,                  0.1
               -30.3,                  0.1
               -30.2,                  0.1
               -30.1,                  0.1
                 -30,                  0.1
               -29.9,                  0.1
               -29.8,                  0.1
               -29.7,                  0.1
               -29.6,                  0.1
               -29.5,                  0.1
               -29.4,                  0.1
               -29.3,                  0.1
               -29.2,                  0.1
               -29.1,                  0.1
                 -29,                  0.1
               -28.9,                  0.1
               -28.8,                  0.1
               -28.7,                  0.1
               -28.6,                  0.1
               -28.5,                  0.1
               -28.4,                  0.1
               -28.3,                  0.1
               -28.2,                  0.1
               -28.1,                  0.1
                 -28,                  0.1
               -27.9,                  0.1
               -27.8,                  0.1
               -27.7,                  0.1
               -27.6,                  0.1
               -27.5,                  0.1
               -27.4,                  0.1
               -27.3,                  0.1
               -27.2,                  0.1
               -27.1,                  0.1
                 -27,                  0.1
               -26.9,                  0.1
               -26.8,                  0.1
               -26.7,                  0.1
               -26.6,                  0.1
               -26.5,                  0.1
               -26.4,                  0.1
               -26.3,                  0.1
               -26.2,                  0.1
               -26.1,                  0.1
                 -26,                  0.1
               -25.9,                  0.1
               -25.8,                  0.1
               -25.7,                  0.1
               -25.6,                  0.1
               -25.5,                  0.1
               -25.4,                  0.1
               -25.3,                  0.1
               -25.2,                  0.1
               -25.1,                  0.1
                 -25,                  0.1
               -24.9,                  0.1
               -24.8,                  0.1
               -24.7,                  0.1
               -24.6,                  0.1
               -24.5,                  0.1
               -24.4,                  0.1
               -24.3,                  0.1
               -24.2,                  0.1
               -24.1,                  0.1
                 -24,                  0.1
               -23.9,                  0.1
               -23.8,                  0.1
               -23.7,                  0.1
               -23.6,                  0.1
               -23.5,                  0.1
               -23.4,                  0.1
               -23.3,                  0.1
               -23.2,                  0.1
               -23.1,                  0.1
                 -23,                  0.1
               -22.9,                  0.1
               -22.8,                  0.1
               -22.7,                  0.1
               -22.6,                  0.1
               -22.5,                  0.1
               -22.4,                  0.1
               -22.3,                  0.1
               -22.2,                  0.1
               -22.1,                  0.1
                 -22,                  0.1
               -21.9,                  0.1
               -21.8,                  0.1
               -21.7,                  0.1
               -21.6,                  0.1
               -21.5,                  0.1
               -21.4,                  0.1
               -21.3,                  0.1
               -21.2,                  0.1
               -21.1,                  0.1
                 -21,                  0.1
               -20.9,                  0.1
               -20.8,                  0.1
               -20.7,                  0.1
               -20.6,                  0.1
               -20.5,                  0.1
               -20.4,                  0.1
               -20.3,                  0.1
               -20.2,                  0.1
               -20.1,                  0.1
                 -20,                  0.1
               -19.9,                  0.1
               -19.8,                  0.1
               -19.7,                  0.1
               -19.6,                  0.1
               -19.5,                  0.1
               -19.4,                  0.1
               -19.3,                  0.1
               -19.2,                  0.1
               -19.1,                  0.1
                 -19,                  0.1
               -18.9,                  0.1
               -18.8,                  0.1
               -18.7,                  0.1
               -18.6,                  0.1
               -18.5,                  0.1
               -18.4,                  0.1
               -18.3,                  0.1
               -18.2,                  0.1
               -18.1,                  0.1
                 -18,                  0.1
               -17.9,                  0.1
               -17.8,                  0.1
               -17.7,                  0.1
               -17.6,                  0.1
               -17.5,                  0.1
               -17.4,                  0.1
               -17.3,                  0.1
               -17.2,                  0.1
               -17.1,                  0.1
                 -17,                  0.1
               -16.9,                  0.1
               -16.8,                  0.1
               -16.7,                  0.1
               -16.6,                  0.1
               -16.5,                  0.1
               -16.4,                  0.1
               -16.3,                  0.1
               -16.2,                  0.1
               -16.1,                  0.1
                 -16,                  0.1
               -15.9,                  0.1
               -15.8,                  0.1
               -15.7,                  0.1
               -15.6,                  0.1
               -15.5,                  0.1
               -15.4,                  0.1
               -15.3,                  0.1
               -15.2,                  0.1
               -15.1,                  0.1
                 -15,                  0.1
               -14.9,                  0.1
               -14.8,                  0.1
               -14.7,                  0.1
               -14.6,                  0.1
               -14.5,                  0.1
               -14.4,                  0.1
               -14.3,                  0.1
               -14.2,                  0.1
               -14.1,                  0.1
                 -14,                  0.1
               -13.9,                  0.1
               -13.8,                  0.1
               -13.7,                  0.1
               -13.6,                  0.1
               -13.5,                  0.1
               -13.4,                  0.1
               -13.3,                  0.1
               -13.2,                  0.1
               -13.1,                  0.1
                 -13,                  0.1
               -12.9,                  0.1
               -12.8,                  0.1
               -12.7,                  0.1
               -12.6,                  0.1
               -12.5,                  0.1
               -12.4,                  0.1
               -12.3,                  0.1
               -12.2,                  0.1
               -12.1,                  0.1
                 -12,                  0.1
               -11.9,                  0.1
               -11.8,                  0.1
               -11.7,                  0.1
               -11.6,                  0.1
               -11.5,                  0.1
               -11.4,                  0.1
               -11.3,                  0.1
               -11.2,                  0.1
               -11.1,                  0.1
                 -11,                  0.1
               -10.9,                  0.1
               -10.8,                  0.1
               -10.7,                  0.1
               -10.6,                  0.1
               -10.5,                  0.1
               -10.4,                  0.1
               -10.3,                  0.1
               -10.2,                  0.1
               -10.1,                  0.1
                 -10,                  0.1
                -9.9,                  0.1
                -9.8,                  0.1
                -9.7,                  0.1
                -9.6,                  0.1
                -9.5,                  0.1
                -9.4,                  0.1
                -9.3,                  0.1
                -9.2,                  0.1
                -9.1,                  0.1
                  -9,                  0.1
                -8.9,                  0.1
                -8.8,                  0.1
                -8.7,                  0.1
                -8.6,                  0.1
                -8.5,                  0.1
                -8.4,                  0.1
                -8.3,                  0.1
                -8.2,                  0.1
                -8.1,                  0.1
                  -8,                  0.1
                -7.9,                  0.1
                -7.8,                  0.1
                -7.7,                  0.1
                -7.6,                  0.1
                -7.5,                  0.1
                -7.4,                  0.1
                -7.3,                  0.1
                -7.2,                  0.1
                -7.1,                  0.1
                  -7,                  0.1
                -6.9,                  0.1
                -6.8,                  0.1
                -6.7,                  0.1
                -6.6,                  0.1
                -6.5,                  0.1
                -6.4,                  0.1
                -6.3,                  0.1
                -6.2,                  0.1
                -6.1,                  0.1
                  -6,                  0.1
                -5.9,                  0.1
                -5.8,                  0.1
                -5.7,                  0.1
                -5.6,                  0.1
                -5.5,                  0.1
                -5.4,                  0.1
                -5.3,                  0.1
                -5.2,                  0.1
                -5.1,                  0.1
                  -5,                    0
                -4.9,                    0
                -4.8,                    0
                -4.7,                    0
                -4.6,                    0
                -4.5,                    0
                -4.4,                    0
                -4.3,                    0
                -4.2,                    0
                -4.1,                    0
                  -4,                    0
                -3.9,                    0
                -3.8,                    0
                -3.7,                    0
                -3.6,                    0
                -3.5,                    0
                -3.4,                    0
                -3.3,                    0
                -3.2,                    0
                -3.1,                    0
                  -3,                    0
                -2.9,                    0
                -2.8,                    0
                -2.7,                    0
                -2.6,                    0
                -2.5,                    0
                -2.4,                    0
                -2.3,                    0
                -2.2,                    0
                -2.1,                    0
                  -2,                    0
                -1.9,                    0
                -1.8,                    0
                -1.7,                    0
                -1.6,                    0
                -1.5,                    0
                -1.4,                    0
                -1.3,                    0
                -1.2,                    0
                -1.1,                    0
                  -1,                    0
                -0.9,                    0
                -0.8,                    0
                -0.7,                    0
                -0.6,                    0
                -0.5,                    0
                -0.4,                    0
                -0.3,                    0
                -0.2,                    0
                -0.1,                    0
            2.28e-13,                    0
                 0.1,                    0
                 0.2,                    0
                 0.3,                    0
                 0.4,                    0
                 0.5,                    0
                 0.6,                    0
                 0.7,                    0
                 0.8,                    0
                 0.9,                    0
                   1,                    0
                 1.1,                    0
                 1.2,                    0
                 1.3,                    0
                 1.4,                    0
                 1.5,                    0
                 1.6,                    0
                 1.7,                    0
                 1.8,                    0
                 1.9,                    0
                   2,                    0
                 2.1,                    0
                 2.2,                    0
                 2.3,                    0
                 2.4,                    0
                 2.5,                    0
                 2.6,                    0
                 2.7,                    0
                 2.8,                    0
                 2.9,                    0
                   3,                    0
                 3.1,                    0
                 3.2,                    0
                 3.3,                    0
                 3.4,                    0
                 3.5,                    0
                 3.6,                    0
                 3.7,                    0
                 3.8,                    0
                 3.9,                    0
                   4,                    0
                 4.1,                    0
                 4.2,                    0
                 4.3,                    0
                 4.4,                    0
                 4.5,                    0
                 4.6,                    0
                 4.7,                    0
                 4.8,                    0
                 4.9,                    0
                   5,                    0
                 5.1,                  0.1
                 5.2,                  0.1
                 5.3,                  0.1
                 5.4,                  0.1
                 5.5,                  0.1
                 5.6,                  0.1
                 5.7,                  0.1
                 5.8,                  0.1
                 5.9,                  0.1
                   6,                  0.1
                 6.1,                  0.1
                 6.2,                  0.1
                 6.3,                  0.1
                 6.4,                  0.1
                 6.5,                  0.1
                 6.6,                  0.1
                 6.7,                  0.1
                 6.8,                  0.1
                 6.9,                  0.1
                   7,                  0.1
                 7.1,                  0.1
                 7.2,                  0.1
