------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                 5.4,                  1.6
                 5.5,                  1.6
                 5.6,                  1.6
                 5.7,                  1.6
                 5.8,                  1.6
                 5.9,                  1.6
                   6,                  1.6
                 6.1,                  1.6
                 6.2,                  1.6
                 6.3,                  1.6
                 6.4,                  1.6
                 6.5,                  1.6
                 6.6,                  1.6
                 6.7,                  1.6
                 6.8,                  1.6
                 6.9,                  1.6
                   7,                  1.6
                 7.1,                  1.6
                 7.2,                  1.6
                 7.3,                  1.6
                 7.4,                  1.6
                 7.5,                  1.6
                 7.6,                  1.6
                 7.7,                  1.6
                 7.8,                  1.6
                 7.9,                  1.6
                   8,                  1.6
                 8.1,                  1.6
                 8.2,                  1.6
                 8.3,                  1.6
                 8.4,                  1.6
                 8.5,                  1.6
                 8.6,                  1.6
                 8.7,                  1.6
                 8.8,                  1.6
                 8.9,                  1.6
                   9,                  1.6
                 9.1,                  1.6
                 9.2,                  1.6
                 9.3,                  1.6
                 9.4,                  1.6
                 9.5,                  1.6
                 9.6,                  1.6
                 9.7,                  1.6
                 9.8,                  1.6
                 9.9,                  1.6
                  10,                  1.6
                10.1,                  1.6
                10.2,                  1.6
                10.3,                  1.6
                10.4,                  1.6
                10.5,                  1.6
                10.6,                  1.6
                10.7,                  1.6
                10.8,                  1.6
                10.9,                  1.6
                  11,                  1.6
                11.1,                  1.6
                11.2,                  1.6
                11.3,                  1.6
                11.4,                  1.6
                11.5,                  1.6
                11.6,                  1.6
                11.7,                  1.6
                11.8,                  1.6
                11.9,                  1.6
                  12,                  1.6
                12.1,                  1.6
                12.2,                  1.6
                12.3,                  1.6
                12.4,                  1.6
                12.5,                  1.6
                12.6,                  1.6
                12.7,                  1.6
                12.8,                  1.6
                12.9,                  1.6
                  13,                  1.6
                13.1,                  1.6
                13.2,                  1.6
                13.3,                  1.6
                13.4,                  1.6
                13.5,                  1.6
                13.6,                  1.6
                13.7,                  1.6
                13.8,                  1.6
                13.9,                  1.6
                  14,                  1.6
                14.1,                  1.6
                14.2,                  1.6
                14.3,                  1.6
                14.4,                  1.6
                14.5,                  1.6
                14.6,                  1.6
                14.7,                  1.6
                14.8,                  1.6
                14.9,                  1.6
                  15,                  1.6
                15.1,                  1.6
                15.2,                  1.6
                15.3,                  1.6
                15.4,                  1.6
                15.5,                  1.6
                15.6,                  1.6
                15.7,                  1.6
                15.8,                  1.6
                15.9,                  1.6
                  16,                  1.6
                16.1,                  1.6
                16.2,                  1.6
                16.3,                  1.6
                16.4,                  1.6
                16.5,                  1.6
                16.6,                  1.6
                16.7,                  1.6
                16.8,                  1.6
                16.9,                  1.6
                  17,                  1.6
                17.1,                  1.6
                17.2,                  1.6
                17.3,                  1.6
                17.4,                  1.6
                17.5,                  1.6
                17.6,                  1.6
                17.7,                  1.6
                17.8,                  1.6
                17.9,                  1.6
                  18,                  1.6
                18.1,                  1.6
                18.2,                  1.6
                18.3,                  1.6
                18.4,                  1.6
                18.5,                  1.6
                18.6,                  1.6
                18.7,                  1.6
                18.8,                  1.6
                18.9,                  1.6
                  19,                  1.6
                19.1,                  1.6
                19.2,                  1.6
                19.3,                  1.6
                19.4,                  1.6
                19.5,                  1.6
                19.6,                  1.6
                19.7,                  1.6
                19.8,                  1.6
                19.9,                  1.6
                  20,                  1.6
                20.1,                  1.6
                20.2,                  1.6
                20.3,                  1.6
                20.4,                  1.6
                20.5,                  1.6
                20.6,                  1.6
                20.7,                  1.6
                20.8,                  1.6
                20.9,                  1.6
                  21,                  1.6
                21.1,                  1.6
                21.2,                  1.6
                21.3,                  1.6
                21.4,                  1.6
                21.5,                  1.6
                21.6,                  1.6
                21.7,                  1.6
                21.8,                  1.6
                21.9,                  1.6
                  22,                  1.6
                22.1,                  1.6
                22.2,                  1.6
                22.3,                  1.6
                22.4,                  1.6
                22.5,                  1.6
                22.6,                  1.6
                22.7,                  1.6
                22.8,                  1.6
                22.9,                  1.6
                  23,                  1.6
                23.1,                  1.6
                23.2,                  1.6
                23.3,                  1.6
                23.4,                  1.6
                23.5,                  1.6
                23.6,                  1.6
                23.7,                  1.6
                23.8,                  1.6
                23.9,                  1.6
                  24,                  1.6
                24.1,                  1.6
                24.2,                  1.6
                24.3,                  1.6
                24.4,                  1.6
                24.5,                  1.6
                24.6,                  1.6
                24.7,                  1.6
                24.8,                  1.6
                24.9,                  1.6
                  25,                  1.6
                25.1,                  1.6
                25.2,                  1.6
                25.3,                  1.6
                25.4,                  1.6
                25.5,                  1.6
                25.6,                  1.6
                25.7,                  1.6
                25.8,                  1.6
                25.9,                  1.6
                  26,                  1.6
                26.1,                  1.6
                26.2,                  1.6
                26.3,                  1.6
                26.4,                  1.6
                26.5,                  1.6
                26.6,                  1.6
                26.7,                  1.6
                26.8,                  1.6
                26.9,                  1.6
                  27,                  1.6
                27.1,                  1.6
                27.2,                  1.6
                27.3,                  1.6
                27.4,                  1.6
                27.5,                  1.6
                27.6,                  1.6
                27.7,                  1.6
                27.8,                  1.6
                27.9,                  1.6
                  28,                  1.6
                28.1,                  1.6
                28.2,                  1.6
                28.3,                  1.6
                28.4,                  1.6
                28.5,                  1.6
                28.6,                  1.6
                28.7,                  1.6
                28.8,                  1.6
                28.9,                  1.6
                  29,                  1.6
                29.1,                  1.6
                29.2,                  1.6
                29.3,                  1.6
                29.4,                  1.6
                29.5,                  1.6
                29.6,                  1.6
                29.7,                  1.6
                29.8,                  1.6
                29.9,                  1.6
                  30,                  1.6
                30.1,                  1.6
                30.2,                  1.6
                30.3,                  1.6
                30.4,                  1.6
                30.5,                  1.6
                30.6,                  1.6
                30.7,                  1.6
                30.8,                  1.6
                30.9,                  1.6
                  31,                  1.6
                31.1,                  1.6
                31.2,                  1.6
                31.3,                  1.6
                31.4,                  1.6
                31.5,                  1.6
                31.6,                  1.6
                31.7,                  1.6
                31.8,                  1.6
                31.9,                  1.6
                  32,                  1.6
                32.1,                  1.6
                32.2,                  1.6
                32.3,                  1.6
                32.4,                  1.6
                32.5,                  1.6
                32.6,                  1.6
                32.7,                  1.6
                32.8,                  1.6
                32.9,                  1.6
                  33,                  1.6
                33.1,                  1.6
                33.2,                  1.6
                33.3,                  1.6
                33.4,                  1.6
                33.5,                  1.6
                33.6,                  1.6
                33.7,                  1.6
                33.8,                  1.6
                33.9,                  1.6
                  34,                  1.6
                34.1,                  1.6
                34.2,                  1.6
                34.3,                  1.6
                34.4,                  1.6
                34.5,                  1.6
                34.6,                  1.6
                34.7,                  1.6
                34.8,                  1.6
                34.9,                  1.6
                  35,                  1.6

